data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction
7187582,231,ETH5660,5660,20200818,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17
7187585,231,ETH5666,5666,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187588,231,ETH5670,5670,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187859,231,ETH5669,5669,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187864,231,ETH5661,5661,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187865,231,ETH5659,5659,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187866,231,ETH5667,5667,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187873,231,ETH5668,5668,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187875,231,ETH5671,5671,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187881,231,ETH5665,5665,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7210500,231,ETH5656,5656,20200817,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187570,231,ETH5657,5657,20200817,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187580,231,ETH5655,5655,20200817,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7187593,231,ETH5654,5654,20200817,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7189198,231,ETH5652,5652,20200815,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),,7,17
7187590,231,ETH5651,5651,20200814,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187578,231,ETH5650,5650,20200813,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187586,231,ETH5653,5653,20200813,2020,1,Riots,Mob violence,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7187573,231,ETH5647,5647,20200812,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
7187583,231,ETH5648,5648,20200812,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187587,231,ETH5649,5649,20200812,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187594,231,ETH5645,5645,20200812,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
7187877,231,ETH5646,5646,20200812,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Mecha and Tulama Self-Help Association,7,17
7187592,231,ETH5644,5644,20200811,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187591,231,ETH5643,5643,20200810,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7189199,231,ETH5641,5641,20200810,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7189200,231,ETH5642,5642,20200810,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7189201,231,ETH5640,5640,20200810,2020,1,Violence against civilians,Attack,Argobba Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Farmers (Ethiopia),7,47
7313455,231,ETH5685,5685,20200809,2020,1,Battles,Armed clash,Unidentified Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (2018-),,1,14
7187567,231,ETH5638,5638,20200809,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187568,231,ETH5637,5637,20200809,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187584,231,ETH5639,5639,20200809,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7189989,231,ETH5635,5635,20200806,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7313806,231,ETH5634,5634,20200804,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7313387,231,ETH5632,5632,20200803,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14
7173646,231,ETH5629,5629,20200801,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Teachers (Ethiopia),7,17
7313388,231,ETH5633,5633,20200801,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7313809,231,ETH5628,5628,20200731,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Farmers (Ethiopia),7,47
7313309,231,ETH5627,5627,20200727,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
7169192,231,ETH5625,5625,20200724,2020,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Konso Ethnic Militia (Ethiopia),,4,44
7169193,231,ETH5626,5626,20200724,2020,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Konso Ethnic Militia (Ethiopia),,4,44
7163742,231,ETH5620,5620,20200714,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),,7,17
7157443,231,ETH5618,5618,20200708,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7188443,231,ETH5675,5675,20200707,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Judges (Ethiopia); Prisoners (Ethiopia),7,17
7153235,231,ETH5613,5613,20200703,2020,1,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),OLF: Oromo Liberation Front,7,17
7157109,231,ETH5611,5611,20200702,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7157385,231,ETH5617,5617,20200702,2020,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7157395,231,ETH5616,5616,20200702,2020,1,Riots,Mob violence,Rioters (Ethiopia),,5,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia),7,57
7163596,231,ETH5619,5619,20200702,2020,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Balderas Movement,7,17
7211476,231,ETH5612,5612,20200702,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),Civilians (Ethiopia); Amhara Ethnic Group (Ethiopia),1,15
7153240,231,ETH5591,5591,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),Civilians (Ethiopia); Amhara Ethnic Group (Ethiopia); Labour Group (Ethiopia),1,15
7157087,231,ETH5606,5606,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7157111,231,ETH5608,5608,20200701,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7233146,231,ETH5614,5614,20200701,2020,1,Riots,Mob violence,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,57
7157119,231,ETH5607,5607,20200701,2020,1,Battles,Armed clash,Qeerroo Youth Militia,,3,Police Forces of Ethiopia (2018-),,1,13
7157382,231,ETH5615,5615,20200701,2020,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7157130,231,ETH5610,5610,20200701,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7157139,231,ETH5605,5605,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7157140,231,ETH5604,5604,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7157141,231,ETH5609,5609,20200701,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7157142,231,ETH5603,5603,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7210490,231,ETH5590,5590,20200701,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Balderas Movement; NaMA: National Movement of Amhara; Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7210008,231,ETH5595,5595,20200630,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7153180,231,ETH5596,5596,20200630,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17
7169580,231,ETH5624,5624,20200630,2020,1,Strategic developments,Looting/property destruction,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia),7,47
7279672,231,ETH5597,5597,20200630,2020,1,Violence against civilians,Attack,Qeerroo Youth Militia,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,37
7157086,231,ETH5600,5600,20200630,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
7157107,231,ETH5598,5598,20200630,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
7157110,231,ETH5585,5585,20200630,2020,1,Violence against civilians,Attack,Qeerroo Youth Militia,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Students (Ethiopia),7,37
7157112,231,ETH5599,5599,20200630,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,,,0,60
7157117,231,ETH5594,5594,20200630,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,,,0,50
7157118,231,ETH5586,5586,20200630,2020,1,Violence against civilians,Attack,Qeerroo Youth Militia,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,37
7153056,231,ETH5587,5587,20200630,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Oromo Ethnic Group (Ethiopia),5,,,0,50
7153059,231,ETH5601,5601,20200630,2020,1,Battles,Armed clash,Police Forces of Ethiopia (2018-) Liyu Police,,1,Police Forces of Ethiopia (2018-) Oromia State Police,,1,11
7153060,231,ETH5602,5602,20200630,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (2018-),,1,16
7157157,231,ETH5589,5589,20200630,2020,1,Violence against civilians,Attack,Qeerroo Youth Militia,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,37
7157158,231,ETH5588,5588,20200630,2020,1,Violence against civilians,Attack,Qeerroo Youth Militia,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Labour Group (Ethiopia),7,37
7153182,231,ETH5593,5593,20200629,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,37
7153636,231,ETH5592,5592,20200623,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
7130019,231,ETH5584,5584,20200616,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17
7129969,231,ETH5583,5583,20200615,2020,2,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44
7330178,231,ETH5781,5781,20200615,2020,1,Protests,Peaceful protest,Protesters (Djibouti),,6,,,0,60
7169444,231,ETH5621,5621,20200615,2020,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
7169445,231,ETH5622,5622,20200615,2020,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
7169446,231,ETH5623,5623,20200615,2020,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
7127106,231,ETH5582,5582,20200613,2020,2,Strategic developments,Looting/property destruction,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7126710,231,ETH5581,5581,20200613,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-) Oromia State Police,,1,15
7135594,231,ETH5580,5580,20200611,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7127104,231,ETH5577,5577,20200610,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7127108,231,ETH5579,5579,20200610,2020,2,Strategic developments,Looting/property destruction,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7127110,231,ETH5578,5578,20200610,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7135597,231,ETH5576,5576,20200610,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7126929,231,ETH5575,5575,20200609,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7189409,231,ETH5636,5636,20200606,2020,1,Riots,Mob violence,Rioters (South Sudan),Refugees/IDPs (South Sudan),5,Rioters (South Sudan),Refugees/IDPs (South Sudan),5,55
7121438,231,ETH5569,5569,20200604,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
7127152,231,ETH5573,5573,20200603,2020,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7127185,231,ETH5574,5574,20200603,2020,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7121351,231,ETH5567,5567,20200603,2020,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),OLF: Oromo Liberation Front (Abba Torbee Splinter Faction),2,Police Forces of Ethiopia (2018-) Oromia State Police,,1,12
7127105,231,ETH5572,5572,20200602,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),,7,17
7276201,231,ETH5565,5565,20200602,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Fenqel Movement,5,Police Forces of Ethiopia (2018-),,1,15
7276199,231,ETH5564,5564,20200601,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),Fenqel Movement,5,Police Forces of Ethiopia (2018-),,1,15
7121433,231,ETH5568,5568,20200531,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),Government of Ethiopia (2018-),1,13
7121349,231,ETH5566,5566,20200529,2020,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Government of Ethiopia (2018-),7,27
7107709,231,ETH5563,5563,20200527,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7107802,231,ETH5562,5562,20200526,2020,2,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7107711,231,ETH5561,5561,20200521,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),Women (Ethiopia); Farmers (Ethiopia),7,17
7107809,231,ETH5560,5560,20200521,2020,1,Protests,Protest with intervention,Protesters (South Sudan),Students (South Sudan),6,Police Forces of Ethiopia (2018-),,1,16
7211879,231,ETH5559,5559,20200519,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7107786,231,ETH5556,5556,20200519,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7107787,231,ETH5557,5557,20200519,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7107790,231,ETH5558,5558,20200519,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7107788,231,ETH5555,5555,20200518,2020,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44
7107784,231,ETH5554,5554,20200517,2020,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44
7107785,231,ETH5553,5553,20200514,2020,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7107195,231,ETH5547,5547,20200513,2020,1,Battles,Armed clash,Military Forces of Sudan (2019-),,8,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,18
7099615,231,ETH5548,5548,20200513,2020,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Somali Ethnic Group (Ethiopia),7,47
7107706,231,ETH5550,5550,20200512,2020,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7107708,231,ETH5552,5552,20200512,2020,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7107715,231,ETH5551,5551,20200512,2020,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
